animal_type,animal_breed,intake_type,outcome,intake_day,intake_month,intake_season,intake_is_weekend
OTHER,SPARROW,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
DOGS,SIBERIAN HUSKY,STRAY,LIVE,MONDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,MONDAY,APRIL,SPRING,False
DOGS,BEAGLE,FOSTER,LIVE,FRIDAY,APRIL,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,OPOSSUM,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,OPOSSUM,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,OPOSSUM,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,OPOSSUM,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,OPOSSUM,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,OPOSSUM,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,OPOSSUM,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,PEAFOWL,OWNER SUR,LIVE,MONDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,MONDAY,APRIL,SPRING,False
CATS,DOMESTIC MH,FOSTER,LIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,FOSTER,LIVE,SATURDAY,MAY,SPRING,True
CATS,DOMESTIC SH,FOSTER,LIVE,SATURDAY,MAY,SPRING,True
OTHER,OPOSSUM,STRAY,NONLIVE,TUESDAY,APRIL,SPRING,False
DOGS,JINDO,STRAY,LIVE,TUESDAY,APRIL,SPRING,False
DOGS,JINDO,RETURN,LIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,TUESDAY,APRIL,SPRING,False
DOGS,LABRADOR RETR,STRAY,LIVE,TUESDAY,APRIL,SPRING,False
OTHER,GOOSE,STRAY,NONLIVE,WEDNESDAY,APRIL,SPRING,False
OTHER,TURTLE,OWNER SUR,LIVE,WEDNESDAY,APRIL,SPRING,False
DOGS,GERM SHEPHERD,STRAY,LIVE,WEDNESDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,WEDNESDAY,APRIL,SPRING,False
OTHER,RABBIT SH,RETURN,LIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC MH,STRAY,LIVE,WEDNESDAY,APRIL,SPRING,False
OTHER,TURTLE,OWNER SUR,LIVE,WEDNESDAY,APRIL,SPRING,False
OTHER,TURTLE,OWNER SUR,LIVE,WEDNESDAY,APRIL,SPRING,False
OTHER,OPOSSUM,STRAY,NONLIVE,WEDNESDAY,APRIL,SPRING,False
OTHER,OPOSSUM,STRAY,NONLIVE,WEDNESDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,NONLIVE,SATURDAY,AUGUST,SUMMER,True
DOGS,BOXER,OWNER SUR,LIVE,THURSDAY,APRIL,SPRING,False
DOGS,GERM SHEPHERD,STRAY,LIVE,THURSDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,NONLIVE,THURSDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,NONLIVE,THURSDAY,APRIL,SPRING,False
OTHER,SEA BIRD,STRAY,NONLIVE,THURSDAY,APRIL,SPRING,False
DOGS,GERM SHEPHERD,STRAY,LIVE,THURSDAY,APRIL,SPRING,False
DOGS,WELSH CORGI PEM,STRAY,LIVE,FRIDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,FRIDAY,APRIL,SPRING,False
DOGS,YORKSHIRE TERR,STRAY,LIVE,FRIDAY,APRIL,SPRING,False
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,SATURDAY,APRIL,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,APRIL,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,APRIL,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,APRIL,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,APRIL,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,APRIL,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,APRIL,SPRING,True
DOGS,TERRIER,STRAY,LIVE,SATURDAY,APRIL,SPRING,True
OTHER,OPOSSUM,STRAY,NONLIVE,SATURDAY,APRIL,SPRING,True
OTHER,OPOSSUM,STRAY,LIVE,SUNDAY,APRIL,SPRING,True
CATS,DOMESTIC SH,STRAY,NONLIVE,SUNDAY,APRIL,SPRING,True
DOGS,PAPILLON,STRAY,LIVE,SUNDAY,APRIL,SPRING,True
DOGS,SIBERIAN HUSKY,STRAY,LIVE,SUNDAY,APRIL,SPRING,True
CATS,DOMESTIC MH,STRAY,LIVE,SUNDAY,APRIL,SPRING,True
CATS,DOMESTIC MH,STRAY,LIVE,SUNDAY,APRIL,SPRING,True
CATS,DOMESTIC MH,STRAY,LIVE,SUNDAY,APRIL,SPRING,True
CATS,DOMESTIC MH,STRAY,LIVE,SUNDAY,APRIL,SPRING,True
DOGS,PIT BULL,OWNER SUR,LIVE,SUNDAY,APRIL,SPRING,True
DOGS,ENG BULLDOG,STRAY,LIVE,SUNDAY,APRIL,SPRING,True
DOGS,ENG BULLDOG,STRAY,LIVE,TUESDAY,APRIL,SPRING,False
DOGS,ENG BULLDOG,RETURN,LIVE,SATURDAY,MAY,SPRING,True
OTHER,SKUNK,STRAY,LIVE,SUNDAY,APRIL,SPRING,True
DOGS,CHIHUAHUA SH,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,MONDAY,APRIL,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,MONDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,MONDAY,APRIL,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
OTHER,OPOSSUM,STRAY,NONLIVE,MONDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,MONDAY,APRIL,SPRING,False
DOGS,CHIHUAHUA SH,STRAY,LIVE,MONDAY,DECEMBER,WINTER,False
CATS,DOMESTIC MH,ABANDONED,NONLIVE,TUESDAY,APRIL,SPRING,False
CATS,DOMESTIC MH,FOSTER,NONLIVE,THURSDAY,APRIL,SPRING,False
OTHER,SPARROW,STRAY,NONLIVE,TUESDAY,APRIL,SPRING,False
DOGS,CHIHUAHUA SH,STRAY,NONLIVE,TUESDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,NONLIVE,WEDNESDAY,APRIL,SPRING,False
DOGS,ALASKAN HUSKY,STRAY,LIVE,WEDNESDAY,APRIL,SPRING,False
DOGS,MASTIFF,STRAY,LIVE,WEDNESDAY,APRIL,SPRING,False
DOGS,PIT BULL,HOSPITALIZ,LIVE,THURSDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,APRIL,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,THURSDAY,APRIL,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,THURSDAY,APRIL,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,THURSDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,NONLIVE,THURSDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,APRIL,SPRING,False
OTHER,SEA BIRD,STRAY,NONLIVE,THURSDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,FRIDAY,APRIL,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,FRIDAY,APRIL,SPRING,False
DOGS,AMER ESKIMO,STRAY,LIVE,FRIDAY,APRIL,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,FRIDAY,APRIL,SPRING,False
DOGS,GERM SHEPHERD,STRAY,LIVE,FRIDAY,APRIL,SPRING,False
DOGS,TERRIER,STRAY,LIVE,FRIDAY,APRIL,SPRING,False
OTHER,SPARROW,STRAY,LIVE,SATURDAY,MAY,SPRING,True
CATS,DOMESTIC SH,FOSTER,LIVE,SATURDAY,MAY,SPRING,True
DOGS,CHIHUAHUA SH,STRAY,LIVE,SATURDAY,MAY,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,MAY,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,MAY,SPRING,True
DOGS,POODLE MIN,FOSTER,LIVE,MONDAY,MAY,SPRING,False
DOGS,STAFFORDSHIRE,STRAY,LIVE,SATURDAY,MAY,SPRING,True
DOGS,PUG,STRAY,LIVE,SATURDAY,MAY,SPRING,True
DOGS,PIT BULL,TRANSFER,LIVE,WEDNESDAY,AUGUST,SUMMER,False
OTHER,SPARROW,STRAY,LIVE,SATURDAY,MAY,SPRING,True
CATS,DOMESTIC SH,STRAY,NONLIVE,SATURDAY,MAY,SPRING,True
DOGS,AM PIT BULL TER,STRAY,LIVE,SUNDAY,MAY,SPRING,True
DOGS,PIT BULL,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC SH,FOSTER,LIVE,SATURDAY,JUNE,SUMMER,True
CATS,DOMESTIC MH,STRAY,LIVE,MONDAY,MAY,SPRING,False
DOGS,SIBERIAN HUSKY,STRAY,LIVE,MONDAY,MAY,SPRING,False
DOGS,POODLE MIN,STRAY,LIVE,MONDAY,MAY,SPRING,False
DOGS,WEST HIGHLAND,STRAY,LIVE,MONDAY,MAY,SPRING,False
DOGS,PIT BULL,STRAY,LIVE,MONDAY,JANUARY,WINTER,False
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,MONDAY,MAY,SPRING,False
DOGS,TERRIER,STRAY,LIVE,TUESDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,WEDNESDAY,MAY,SPRING,False
OTHER,AMERICAN,OWNER SUR,LIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC MH,STRAY,NONLIVE,WEDNESDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,WEDNESDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC MH,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,NONLIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
DOGS,CHIHUAHUA SH,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
DOGS,GERM SHEPHERD,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,THURSDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,MAY,SPRING,False
DOGS,FRENCH BULLDOG,STRAY,LIVE,THURSDAY,MAY,SPRING,False
DOGS,CHIHUAHUA SH,STRAY,LIVE,THURSDAY,MAY,SPRING,False
DOGS,CHIHUAHUA SH,RETURN,LIVE,THURSDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,NONLIVE,THURSDAY,MAY,SPRING,False
DOGS,RAT TERRIER,STRAY,LIVE,THURSDAY,MAY,SPRING,False
DOGS,RAT TERRIER,RETURN,LIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,MAY,SPRING,False
DOGS,SIBERIAN HUSKY,OWNER SUR,LIVE,FRIDAY,MAY,SPRING,False
OTHER,OPOSSUM,STRAY,LIVE,FRIDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,NONLIVE,FRIDAY,MAY,SPRING,False
DOGS,BEAGLE,STRAY,LIVE,FRIDAY,MAY,SPRING,False
DOGS,POODLE MIN,STRAY,LIVE,FRIDAY,MAY,SPRING,False
DOGS,SIBERIAN HUSKY,OWNER SUR,NONLIVE,FRIDAY,MAY,SPRING,False
OTHER,TURTLE,OWNER SUR,LIVE,FRIDAY,MAY,SPRING,False
DOGS,LABRADOR RETR,OWNER SUR,NONLIVE,FRIDAY,MAY,SPRING,False
DOGS,CHIHUAHUA SH,OWNER SUR,NONLIVE,SATURDAY,MAY,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,MAY,SPRING,True
OTHER,RACCOON,STRAY,NONLIVE,SATURDAY,MAY,SPRING,True
DOGS,SIBERIAN HUSKY,STRAY,LIVE,TUESDAY,JANUARY,WINTER,False
DOGS,TERRIER,STRAY,LIVE,SATURDAY,MAY,SPRING,True
DOGS,CHIHUAHUA SH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
OTHER,SEA BIRD,STRAY,NONLIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC SH,STRAY,NONLIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC SH,OWNER SUR,LIVE,SUNDAY,MAY,SPRING,True
DOGS,SHIH TZU,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC MH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC LH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC MH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,FOSTER,LIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
OTHER,RACCOON,STRAY,NONLIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC SH,FOSTER,LIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC MH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC MH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC MH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC MH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
OTHER,RACCOON,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
DOGS,BELG MALINOIS,STRAY,LIVE,MONDAY,MAY,SPRING,False
OTHER,SQUIRREL,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
DOGS,TERRIER,STRAY,LIVE,MONDAY,MAY,SPRING,False
CATS,DOMESTIC MH,FOSTER,LIVE,SATURDAY,SEPTEMBER,FALL,True
DOGS,GERM SHEPHERD,STRAY,LIVE,MONDAY,MAY,SPRING,False
DOGS,PIT BULL,STRAY,LIVE,MONDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
DOGS,POODLE MIN,STRAY,LIVE,MONDAY,MAY,SPRING,False
DOGS,PIT BULL,STRAY,LIVE,MONDAY,MAY,SPRING,False
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,MONDAY,NOVEMBER,FALL,False
CATS,DOMESTIC SH,STRAY,LIVE,TUESDAY,MAY,SPRING,False
OTHER,CROW,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
DOGS,GERM SHEPHERD,STRAY,LIVE,TUESDAY,MAY,SPRING,False
OTHER,SKUNK,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
OTHER,GREBE,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
OTHER,DOVE,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
OTHER,GUINEA PIG,OWNER SUR,LIVE,TUESDAY,MAY,SPRING,False
OTHER,GUINEA PIG,OWNER SUR,LIVE,TUESDAY,MAY,SPRING,False
OTHER,GUINEA PIG,OWNER SUR,LIVE,TUESDAY,MAY,SPRING,False
OTHER,GUINEA PIG,OWNER SUR,LIVE,TUESDAY,MAY,SPRING,False
DOGS,TERRIER,OWNER SUR,NONLIVE,TUESDAY,MAY,SPRING,False
DOGS,GERM SHEPHERD,CONFISCATE,LIVE,TUESDAY,MAY,SPRING,False
DOGS,TERRIER,CONFISCATE,LIVE,TUESDAY,MAY,SPRING,False
DOGS,DACHSHUND,CONFISCATE,LIVE,TUESDAY,MAY,SPRING,False
OTHER,OPOSSUM,STRAY,LIVE,TUESDAY,MAY,SPRING,False
DOGS,TERRIER,STRAY,LIVE,TUESDAY,MAY,SPRING,False
DOGS,STAFFORDSHIRE,STRAY,LIVE,TUESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,FOSTER,LIVE,SATURDAY,MAY,SPRING,True
CATS,DOMESTIC SH,FOSTER,LIVE,THURSDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,FOSTER,LIVE,THURSDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
DOGS,TERRIER,STRAY,LIVE,TUESDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,WEDNESDAY,MAY,SPRING,False
OTHER,PIGEON,STRAY,NONLIVE,WEDNESDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,LIVE,THURSDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,LIVE,THURSDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,LIVE,THURSDAY,MAY,SPRING,False
DOGS,SIBERIAN HUSKY,STRAY,LIVE,THURSDAY,MAY,SPRING,False
DOGS,TERRIER,STRAY,LIVE,THURSDAY,MAY,SPRING,False
DOGS,POODLE MIN,STRAY,LIVE,THURSDAY,MAY,SPRING,False
DOGS,LABRADOR RETR,STRAY,LIVE,THURSDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,NONLIVE,THURSDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,NONLIVE,THURSDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,THURSDAY,MAY,SPRING,False
DOGS,LABRADOR RETR,OWNER SUR,LIVE,SATURDAY,JULY,SUMMER,True
OTHER,RACCOON,STRAY,NONLIVE,FRIDAY,MAY,SPRING,False
OTHER,DUCK,STRAY,LIVE,FRIDAY,MAY,SPRING,False
OTHER,DUCK,STRAY,LIVE,FRIDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,FRIDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,FRIDAY,MAY,SPRING,False
OTHER,CROW,STRAY,NONLIVE,FRIDAY,MAY,SPRING,False
DOGS,PIT BULL,STRAY,NONLIVE,FRIDAY,MAY,SPRING,False
DOGS,PIT BULL,STRAY,LIVE,FRIDAY,MAY,SPRING,False
DOGS,PIT BULL,STRAY,LIVE,FRIDAY,MARCH,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,MAY,SPRING,True
DOGS,SIBERIAN HUSKY,STRAY,LIVE,SATURDAY,MAY,SPRING,True
DOGS,SIBERIAN HUSKY,RETURN,LIVE,FRIDAY,MAY,SPRING,False
DOGS,PIT BULL,STRAY,LIVE,SATURDAY,MAY,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,MAY,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,MAY,SPRING,True
DOGS,GERM SHEPHERD,OWNER DIED,LIVE,SATURDAY,MAY,SPRING,True
DOGS,PIT BULL,ABANDONED,NONLIVE,SATURDAY,MAY,SPRING,True
DOGS,GERM SHEPHERD,STRAY,LIVE,WEDNESDAY,FEBRUARY,WINTER,False
DOGS,TERRIER,STRAY,LIVE,SUNDAY,MAY,SPRING,True
OTHER,RACCOON,STRAY,NONLIVE,SUNDAY,MAY,SPRING,True
DOGS,CHIHUAHUA SH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
OTHER,RACCOON,STRAY,NONLIVE,SUNDAY,MAY,SPRING,True
OTHER,PIGEON,STRAY,NONLIVE,SUNDAY,MAY,SPRING,True
DOGS,TERRIER,STRAY,LIVE,SUNDAY,MAY,SPRING,True
DOGS,TERRIER,STRAY,LIVE,SUNDAY,MAY,SPRING,True
DOGS,SHIH TZU,STRAY,LIVE,SUNDAY,MAY,SPRING,True
DOGS,CHIHUAHUA SH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
CATS,DOMESTIC SH,STRAY,LIVE,SUNDAY,MAY,SPRING,True
OTHER,RAT,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
OTHER,RAT,STRAY,NONLIVE,MONDAY,MAY,SPRING,False
CATS,DOMESTIC SH,OWNER SUR,LIVE,MONDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,MONDAY,MAY,SPRING,False
CATS,DOMESTIC MH,STRAY,LIVE,MONDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,MONDAY,MAY,SPRING,False
DOGS,ROTTWEILER,STRAY,LIVE,MONDAY,MAY,SPRING,False
DOGS,ROTTWEILER,OWNER SUR,LIVE,TUESDAY,MARCH,SPRING,False
DOGS,GERM SHEPHERD,STRAY,LIVE,MONDAY,MAY,SPRING,False
DOGS,TERRIER,STRAY,LIVE,MONDAY,MAY,SPRING,False
DOGS,GERM SHEPHERD,OWNER SUR,NONLIVE,MONDAY,MAY,SPRING,False
DOGS,LABRADOR RETR,RETURN,LIVE,SUNDAY,JUNE,SUMMER,True
CATS,DOMESTIC SH,FOSTER,LIVE,THURSDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,TUESDAY,MAY,SPRING,False
OTHER,OPOSSUM,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
OTHER,SNAKE,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
CATS,DOMESTIC LH,STRAY,LIVE,TUESDAY,MAY,SPRING,False
DOGS,GERM SHEPHERD,STRAY,LIVE,TUESDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,LIVE,TUESDAY,MAY,SPRING,False
DOGS,CHIHUAHUA SH,STRAY,LIVE,TUESDAY,MAY,SPRING,False
OTHER,CROW,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
OTHER,PEAFOWL,STRAY,NONLIVE,TUESDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,WEDNESDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,WEDNESDAY,MAY,SPRING,False
OTHER,RAVEN,STRAY,NONLIVE,WEDNESDAY,MAY,SPRING,False
OTHER,RHODE ISLAND,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
DOGS,CHIHUAHUA SH,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
DOGS,DACHSHUND LH,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
CATS,DOMESTIC MH,FOSTER,LIVE,MONDAY,JULY,SUMMER,False
CATS,DOMESTIC MH,FOSTER,LIVE,THURSDAY,JULY,SUMMER,False
CATS,DOMESTIC MH,FOSTER,LIVE,THURSDAY,JULY,SUMMER,False
CATS,DOMESTIC MH,FOSTER,LIVE,SUNDAY,JUNE,SUMMER,True
CATS,DOMESTIC MH,FOSTER,LIVE,THURSDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
DOGS,TERRIER,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
OTHER,RACCOON,STRAY,NONLIVE,THURSDAY,MAY,SPRING,False
OTHER,CROW,STRAY,NONLIVE,THURSDAY,MAY,SPRING,False
CATS,DOMESTIC SH,STRAY,NONLIVE,THURSDAY,MAY,SPRING,False
CATS,DOMESTIC LH,STRAY,LIVE,THURSDAY,MAY,SPRING,False
DOGS,GERM SH POINT,OWNER SUR,LIVE,FRIDAY,MAY,SPRING,False
