animal_type,animal_breed,intake_type,outcome,intake_day,intake_month,intake_season,intake_is_weekend
CATS,DOMESTIC MH,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,ST BERNARD SMTH,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,RETURN,LIVE,WEDNESDAY,AUGUST,SUMMER,False
DOGS,GOLDEN RETR,OWNER SUR,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
OTHER,LEGHORN,OWNER SUR,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,BORDER COLLIE,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,BORDER COLLIE,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,BORDER COLLIE,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,BORDER COLLIE,RETURN,NONLIVE,FRIDAY,JULY,SUMMER,False
DOGS,BORDER COLLIE,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,BORDER COLLIE,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,TERRIER,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,LABRADOR RETR,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC LH,FOSTER,LIVE,TUESDAY,JULY,SUMMER,False
OTHER,RAVEN,STRAY,NONLIVE,THURSDAY,JUNE,SUMMER,False
DOGS,MALTESE,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
CATS,DOMESTIC MH,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
CATS,DOMESTIC MH,RETURN,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,YORKSHIRE TERR,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,TERRIER,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,MALTESE,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,CHIHUAHUA SH,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,PIT BULL,TRANSFER,LIVE,THURSDAY,FEBRUARY,WINTER,False
DOGS,BULLMASTIFF,OWNER SUR,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,POODLE MIN,STRAY,NONLIVE,FRIDAY,JUNE,SUMMER,False
OTHER,SQUIRREL,STRAY,NONLIVE,FRIDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,TERRIER,STRAY,NONLIVE,FRIDAY,JUNE,SUMMER,False
DOGS,CHIHUAHUA SH,OWNER SUR,NONLIVE,FRIDAY,JUNE,SUMMER,False
DOGS,BOXER,OWNER SUR,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,CHIHUAHUA SH,TRANSFER,LIVE,SUNDAY,JUNE,SUMMER,True
DOGS,PIT BULL,STRAY,LIVE,SATURDAY,JUNE,SUMMER,True
CATS,DOMESTIC SH,STRAY,NONLIVE,SATURDAY,JUNE,SUMMER,True
CATS,DOMESTIC SH,STRAY,LIVE,SATURDAY,JUNE,SUMMER,True
OTHER,HAWK,STRAY,LIVE,SATURDAY,JUNE,SUMMER,True
DOGS,POODLE MIN,TRANSFER,LIVE,SUNDAY,JUNE,SUMMER,True
DOGS,BOSTON TERRIER,OWNER SUR,NONLIVE,SATURDAY,JUNE,SUMMER,True
DOGS,SIBERIAN HUSKY,STRAY,NONLIVE,SATURDAY,JUNE,SUMMER,True
DOGS,SIBERIAN HUSKY,STRAY,LIVE,SATURDAY,JUNE,SUMMER,True
DOGS,PIT BULL,STRAY,LIVE,SATURDAY,JUNE,SUMMER,True
DOGS,PIT BULL,OWNER SUR,LIVE,SUNDAY,AUGUST,SUMMER,True
DOGS,CHIHUAHUA SH,FOSTER,LIVE,MONDAY,AUGUST,SUMMER,False
DOGS,SIBERIAN HUSKY,OWNER SUR,LIVE,SUNDAY,JUNE,SUMMER,True
DOGS,ROTTWEILER,STRAY,LIVE,SUNDAY,JUNE,SUMMER,True
CATS,DOMESTIC MH,STRAY,NONLIVE,SUNDAY,JUNE,SUMMER,True
DOGS,BORDER COLLIE,STRAY,LIVE,SUNDAY,JUNE,SUMMER,True
DOGS,LABRADOR RETR,STRAY,LIVE,SUNDAY,JUNE,SUMMER,True
OTHER,RABBIT LH,OWNER SUR,LIVE,SUNDAY,JUNE,SUMMER,True
OTHER,RABBIT LH,OWNER SUR,LIVE,SUNDAY,JUNE,SUMMER,True
DOGS,PIT BULL,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,TRANSFER,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,PIT BULL,OWNER SUR,NONLIVE,TUESDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
DOGS,SIBERIAN HUSKY,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC LH,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC LH,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,GOLDEN RETR,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,ENG BULLDOG,TRANSFER,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,TERRIER,OWNER SUR,NONLIVE,MONDAY,JUNE,SUMMER,False
CATS,BOMBAY,OWNER SUR,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,PIT BULL,OWNER SUR,NONLIVE,MONDAY,JULY,SUMMER,False
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,MONDAY,JUNE,SUMMER,False
OTHER,SPARROW,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
OTHER,SPARROW,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
DOGS,SIBERIAN HUSKY,STRAY,LIVE,SATURDAY,OCTOBER,FALL,True
DOGS,SIBERIAN HUSKY,ABANDONED,LIVE,THURSDAY,OCTOBER,FALL,False
DOGS,PIT BULL,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC LH,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC LH,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
OTHER,RAVEN,STRAY,NONLIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC MH,OWNER SUR,LIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC MH,OWNER SUR,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,LABRADOR RETR,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,LABRADOR RETR,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,OWNER SUR,NONLIVE,TUESDAY,JUNE,SUMMER,False
DOGS,LABRADOR RETR,OWNER SUR,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,LABRADOR RETR,OWNER SUR,LIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,FOSTER,LIVE,SATURDAY,AUGUST,SUMMER,True
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,FOSTER,LIVE,SATURDAY,AUGUST,SUMMER,True
CATS,DOMESTIC SH,FOSTER,LIVE,FRIDAY,JULY,SUMMER,False
DOGS,CHIHUAHUA SH,FOSTER,LIVE,SUNDAY,JULY,SUMMER,True
DOGS,CHIHUAHUA SH,FOSTER,LIVE,SUNDAY,JULY,SUMMER,True
DOGS,SIBERIAN HUSKY,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,NONLIVE,FRIDAY,NOVEMBER,FALL,False
DOGS,PUG,OWNER SUR,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,TRANSFER,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
OTHER,OWL,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,MASTIFF,OWNER SUR,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,BULLDOG,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,BULLDOG,OWNER SUR,LIVE,SATURDAY,SEPTEMBER,FALL,True
OTHER,RAVEN,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,FOSTER,NONLIVE,WEDNESDAY,JULY,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,THURSDAY,JUNE,SUMMER,False
DOGS,DUTCH SHEPHERD,OWNER SUR,NONLIVE,THURSDAY,JUNE,SUMMER,False
DOGS,SIBERIAN HUSKY,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,TERRIER,STRAY,NONLIVE,THURSDAY,JUNE,SUMMER,False
DOGS,CHIHUAHUA SH,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,OWNER SUR,NONLIVE,SATURDAY,JANUARY,WINTER,True
DOGS,LABRADOR RETR,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,FRIDAY,JUNE,SUMMER,False
DOGS,AUST SHEPHERD,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,NONLIVE,FRIDAY,JUNE,SUMMER,False
DOGS,GREAT DANE,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,FRIDAY,JUNE,SUMMER,False
OTHER,GUINEA PIG,OWNER SUR,LIVE,FRIDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,CHIHUAHUA SH,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
CATS,DOMESTIC MH,STRAY,NONLIVE,FRIDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,FRIDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,MONDAY,SEPTEMBER,FALL,False
DOGS,SIBERIAN HUSKY,STRAY,LIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC LH,OWNER SUR,LIVE,SATURDAY,JUNE,SUMMER,True
DOGS,AUST CATTLE DOG,STRAY,LIVE,SATURDAY,JUNE,SUMMER,True
DOGS,CHIHUAHUA SH,STRAY,LIVE,SATURDAY,JUNE,SUMMER,True
DOGS,PIT BULL,STRAY,LIVE,SATURDAY,JUNE,SUMMER,True
DOGS,MALTESE,STRAY,LIVE,SATURDAY,JUNE,SUMMER,True
DOGS,POODLE MIN,STRAY,LIVE,SATURDAY,JUNE,SUMMER,True
DOGS,POODLE MIN,STRAY,LIVE,WEDNESDAY,MAY,SPRING,False
DOGS,SIBERIAN HUSKY,STRAY,LIVE,SATURDAY,JUNE,SUMMER,True
DOGS,GERM SHEPHERD,STRAY,LIVE,SUNDAY,JUNE,SUMMER,True
OTHER,RAVEN,STRAY,NONLIVE,SUNDAY,JUNE,SUMMER,True
DOGS,CHIHUAHUA SH,STRAY,LIVE,SUNDAY,JUNE,SUMMER,True
OTHER,PIGEON,STRAY,LIVE,SUNDAY,JUNE,SUMMER,True
DOGS,COCKER SPAN,OWNER SUR,LIVE,SUNDAY,JUNE,SUMMER,True
DOGS,GERM SHEPHERD,STRAY,LIVE,SUNDAY,JUNE,SUMMER,True
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,THURSDAY,JULY,SUMMER,False
DOGS,GERM SHEPHERD,RETURN,LIVE,MONDAY,AUGUST,SUMMER,False
DOGS,PIT BULL,TRANSFER,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC MH,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,OWNER DIED,LIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC LH,FOSTER,LIVE,WEDNESDAY,AUGUST,SUMMER,False
CATS,DOMESTIC LH,FOSTER,LIVE,WEDNESDAY,AUGUST,SUMMER,False
CATS,DOMESTIC LH,FOSTER,LIVE,WEDNESDAY,AUGUST,SUMMER,False
CATS,DOMESTIC LH,FOSTER,LIVE,WEDNESDAY,AUGUST,SUMMER,False
CATS,DOMESTIC LH,FOSTER,LIVE,WEDNESDAY,AUGUST,SUMMER,False
CATS,DOMESTIC LH,FOSTER,LIVE,FRIDAY,AUGUST,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
DOGS,CHIHUAHUA SH,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,NONLIVE,MONDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,MONDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,NONLIVE,TUESDAY,JUNE,SUMMER,False
DOGS,DUTCH SHEPHERD,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,ROTTWEILER,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,ST BERNARD SMTH,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,CHIHUAHUA SH,ABANDONED,LIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC MH,STRAY,NONLIVE,TUESDAY,JUNE,SUMMER,False
DOGS,AUST CATTLE DOG,STRAY,NONLIVE,TUESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,TUESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,TUESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,MONDAY,DECEMBER,WINTER,False
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,OWNER SUR,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,OWNER SUR,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,MALTESE,OWNER SUR,LIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,DACHSHUND,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,SIBERIAN HUSKY,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,JACK RUSS TERR,OWNER SUR,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,ABANDONED,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,JACK RUSS TERR,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,JACK RUSS TERR,OWNER SUR,LIVE,MONDAY,APRIL,SPRING,False
DOGS,AMER BULLDOG,OWNER SUR,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,BULL TERRIER,STRAY,LIVE,WEDNESDAY,JUNE,SUMMER,False
OTHER,SNAKE,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
OTHER,SNAKE,STRAY,NONLIVE,WEDNESDAY,JUNE,SUMMER,False
DOGS,PIT BULL,OWNER SUR,NONLIVE,THURSDAY,JUNE,SUMMER,False
DOGS,ALASKAN HUSKY,OWNER SUR,NONLIVE,THURSDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,NONLIVE,THURSDAY,JUNE,SUMMER,False
OTHER,HAWK,STRAY,NONLIVE,THURSDAY,JUNE,SUMMER,False
DOGS,MIN PINSCHER,OWNER SUR,NONLIVE,THURSDAY,JUNE,SUMMER,False
DOGS,PIT BULL,OWNER SUR,NONLIVE,THURSDAY,JUNE,SUMMER,False
DOGS,ALASKAN HUSKY,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
OTHER,HAWK,STRAY,NONLIVE,THURSDAY,JUNE,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
DOGS,CHIHUAHUA SH,STRAY,LIVE,THURSDAY,JUNE,SUMMER,False
CATS,DOMESTIC LH,STRAY,NONLIVE,FRIDAY,JULY,SUMMER,False
DOGS,MALTESE,STRAY,NONLIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,FRIDAY,JULY,SUMMER,False
DOGS,WEST HIGHLAND,STRAY,LIVE,FRIDAY,JULY,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,FRIDAY,JULY,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,FRIDAY,JULY,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,FRIDAY,JULY,SUMMER,False
DOGS,PIT BULL,OWNER SUR,LIVE,FRIDAY,JULY,SUMMER,False
DOGS,PIT BULL,OWNER SUR,NONLIVE,FRIDAY,OCTOBER,FALL,False
CATS,DOMESTIC SH,STRAY,NONLIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,FRIDAY,JULY,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,LIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,LIVE,FRIDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,RETURN,LIVE,MONDAY,JULY,SUMMER,False
DOGS,GERM SHEPHERD,STRAY,NONLIVE,FRIDAY,JULY,SUMMER,False
DOGS,ARMENIAN GAMPR,STRAY,LIVE,FRIDAY,JULY,SUMMER,False
DOGS,BEAGLE,PD REQUEST,LIVE,FRIDAY,JULY,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,FRIDAY,JULY,SUMMER,False
DOGS,BULLDOG,STRAY,NONLIVE,SATURDAY,JULY,SUMMER,True
CATS,DOMESTIC SH,STRAY,NONLIVE,SATURDAY,JULY,SUMMER,True
CATS,DOMESTIC SH,STRAY,NONLIVE,SATURDAY,JULY,SUMMER,True
CATS,DOMESTIC SH,STRAY,NONLIVE,SATURDAY,JULY,SUMMER,True
CATS,DOMESTIC SH,OWNER SUR,LIVE,SATURDAY,JULY,SUMMER,True
DOGS,CHIHUAHUA SH,STRAY,LIVE,SATURDAY,JULY,SUMMER,True
DOGS,CHIHUAHUA SH,OWNER SUR,LIVE,SATURDAY,JULY,SUMMER,True
DOGS,CHIHUAHUA SH,OWNER SUR,LIVE,SATURDAY,JULY,SUMMER,True
DOGS,GERM SHEPHERD,STRAY,LIVE,SATURDAY,JULY,SUMMER,True
DOGS,SIBERIAN HUSKY,STRAY,LIVE,SATURDAY,JULY,SUMMER,True
DOGS,SIBERIAN HUSKY,STRAY,LIVE,FRIDAY,JULY,SUMMER,False
DOGS,SIBERIAN HUSKY,STRAY,LIVE,TUESDAY,AUGUST,SUMMER,False
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,SATURDAY,JULY,SUMMER,True
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,SATURDAY,JULY,SUMMER,True
DOGS,ALASKAN HUSKY,STRAY,LIVE,SATURDAY,JULY,SUMMER,True
DOGS,ALASKAN HUSKY,STRAY,NONLIVE,SUNDAY,JULY,SUMMER,True
DOGS,ALASKAN HUSKY,STRAY,LIVE,SATURDAY,JULY,SUMMER,True
DOGS,ALASKAN HUSKY,RETURN,LIVE,SUNDAY,JULY,SUMMER,True
DOGS,ALASKAN HUSKY,RETURN,NONLIVE,THURSDAY,JULY,SUMMER,False
OTHER,OPOSSUM,STRAY,NONLIVE,SUNDAY,JULY,SUMMER,True
DOGS,LABRADOR RETR,OWNER SUR,LIVE,SUNDAY,JULY,SUMMER,True
DOGS,LABRADOR RETR,STRAY,NONLIVE,SUNDAY,JULY,SUMMER,True
DOGS,MASTIFF,STRAY,NONLIVE,SUNDAY,JULY,SUMMER,True
DOGS,GERM SHEPHERD,STRAY,NONLIVE,SUNDAY,JULY,SUMMER,True
DOGS,PIT BULL,STRAY,LIVE,SUNDAY,JULY,SUMMER,True
CATS,DOMESTIC SH,STRAY,NONLIVE,SUNDAY,JULY,SUMMER,True
DOGS,GERM SHEPHERD,STRAY,LIVE,WEDNESDAY,FEBRUARY,WINTER,False
DOGS,PIT BULL,STRAY,LIVE,SUNDAY,JULY,SUMMER,True
DOGS,BEAGLE,OWNER SUR,NONLIVE,SUNDAY,JULY,SUMMER,True
DOGS,CANE CORSO,STRAY,LIVE,SUNDAY,JULY,SUMMER,True
DOGS,PUG,STRAY,LIVE,MONDAY,JULY,SUMMER,False
DOGS,PIT BULL,STRAY,NONLIVE,MONDAY,JULY,SUMMER,False
DOGS,PIT BULL,STRAY,LIVE,MONDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,MONDAY,JULY,SUMMER,False
OTHER,TURTLE,ABANDONED,LIVE,MONDAY,JULY,SUMMER,False
OTHER,TURTLE,RETURN,LIVE,TUESDAY,AUGUST,SUMMER,False
DOGS,BELG MALINOIS,STRAY,NONLIVE,MONDAY,JULY,SUMMER,False
CATS,DOMESTIC SH,STRAY,NONLIVE,MONDAY,JULY,SUMMER,False
DOGS,BELG TERVUREN,STRAY,LIVE,TUESDAY,JULY,SUMMER,False
DOGS,BELG TERVUREN,STRAY,LIVE,SUNDAY,OCTOBER,FALL,True
DOGS,SIBERIAN HUSKY,STRAY,LIVE,TUESDAY,JULY,SUMMER,False
DOGS,CHIHUAHUA LH,STRAY,LIVE,TUESDAY,JULY,SUMMER,False
DOGS,GERM SHEPHERD,OWNER SUR,LIVE,TUESDAY,JULY,SUMMER,False
